1,0.1174,0.00016691
2,0.0134,0.00016691
3,0,0.00016691
4,0.0032,0.00016691
5,0,0.00016691
6,0.0004,0.00016691
7,0,0.00016691
8,0.0016,0.00016691
9,0,0.00016691
10,0,0.00016691
11,0,0.00016691
12,0,0.00016691
13,0,0.00016691
14,0,0.00016691
15,0,0.00016691
16,0.0002,0.00016691
17,0,0.00016691
18,0,0.00016691
19,0,0.00016691
20,0.0002,0.00016691
21,0,0.00016691
22,0,0.00016691
23,0,0.00016691
24,0,0.00016691
25,0,0.00016691
26,0,0.00016691
27,0,0.00016691
28,0,0.00016691
29,0,0.00016691
30,0,0.00016691
31,0,0.00016691
32,0,0.00016691
33,0,0.00016691
34,0,0.00016691
35,0,0.00016691
36,0,0.00016691
37,0,0.00016691
38,0,0.00016691
39,0,0.00016691
40,0.0002,0.00016691
41,0,0.00016691
42,0,0.00016691
43,0,0.00016691
44,0,0.00016691
45,0,0.00016691
46,0,0.00016691
47,0,0.00016691
48,0,0.00016691
49,0,0.00016691
50,0,0.00016691
51,0,0.00016691
52,0,0.00016691
53,0,0.00016691
54,0,0.00016691
55,0,0.00016691
56,0,0.00016691
57,0,0.00016691
58,0,0.00016691
59,0,0.00016691
60,0,0.00016691
61,0,0.00016691
62,0,0.00016691
63,0,0.00016691
64,0,0.00016691
65,0,0.00016691
66,0,0.00016691
67,0,0.00016691
68,0,0.00016691
69,0,0.00016691
70,0,0.00016691
71,0,0.00016691
72,0,0.00016691
73,0,0.00016691
74,0,0.00016691
75,0,0.00016691
76,0,0.00016691
77,0,0.00016691
78,0,0.00016691
79,0,0.00016691
80,0,0.00016691
81,0,0.00016691
82,0,0.00016691
83,0,0.00016691
84,0.0002,0.00016691
85,0.0002,0.00016691
86,0,0.00016691
87,0,0.00016691
88,0,0.00016691
89,0,0.00016691
90,0,0.00016691
91,0,0.00016691
92,0,0.00016691
93,0.0002,0.00016691
94,0,0.00016691
95,0,0.00016691
96,0,0.00016691
97,0,0.00016691
98,0,0.00016691
99,0,0.00016691
100,0,0.00016691
